date,full_name,stars,forks,open_issues,created_at,pushed_at,top_contributors
2026-08-31,walkinglabs/learn-harness-engineering,14563,1447,10,2026-03-29T12:28:19Z,2026-08-26T01:08:59Z,sanbuphy;jpcmf;jim60105;luojiyin1987;ozzgurr
2026-08-31,cactus-compute/needle,9828,631,32,2026-02-24T04:50:47Z,2026-08-29T16:01:58Z,HenryNdubuaku;ncylich;kar-m;LeonSGP43;justinl66
2026-08-31,eternityspring/shuohao-skills,2463,313,3,2026-08-06T10:38:49Z,2026-08-26T14:20:50Z,eternityspring;shawncodes9;Aibrother258;zqyhimself
2026-08-31,volcengine/OpenViking,34587,2641,599,2026-01-05T07:11:17Z,2026-08-31T09:36:02Z,qin-ctx;ZaynJarvis;zhoujh01;r266-tech;MaojiaSheng
2026-08-31,conorbronsdon/avoid-ai-writing,3858,332,23,2026-03-06T07:47:40Z,2026-08-30T07:26:24Z,conorbronsdon;ClaySecAI;mbhall88;wilu222;UniversePeak
2026-08-31,firecrawl/anydoc,19537,1161,72,2026-08-03T16:36:14Z,2026-08-28T02:13:16Z,tomsideguide;nickscamara;abimaelmartell;Andsu-dev;ericciarla
2026-08-31,HKUDS/DeepTutor,37977,4768,169,2025-12-28T15:35:54Z,2026-08-30T17:13:40Z,pancacake;Pinkllow;tusharkhatriofficial;scrrlt;wedone
2026-08-31,holaboss-ai/holaOS,11077,720,6,2026-03-22T07:36:16Z,2026-08-21T13:11:13Z,jeffreyliimerch;jotyy;JeliPenguin;wakqasahmed;QinXi-ai
2026-08-31,kubernetes/kubernetes,125598,43969,3002,2014-06-06T22:56:04Z,2026-08-31T08:26:09Z,k8s-ci-robot;liggitt;thockin;wojtek-t;brendandburns
2026-08-31,spring-projects/spring-boot,81386,42089,494,2012-10-19T15:02:57Z,2026-08-30T18:28:18Z,wilkinsona;snicoll;philwebb;mhalbritter;mbhave
2026-08-31,vercel/next.js,142033,31841,3575,2016-10-05T23:32:51Z,2026-08-31T09:33:02Z,ijjk;timneutkens;sokra;vercel-release-bot;huozhi
2026-08-31,google-antigravity/antigravity-sdk-python,3235,1285,34,2026-04-29T21:12:19Z,2026-08-26T19:04:13Z,karmel;abhipatel12;allenhutchison;kibergus;leehagoodjames
2026-08-31,aquasecurity/trivy,37709,644,261,2019-04-11T01:01:07Z,2026-08-28T12:50:22Z,knqyf263;DmitriyLewen;nikpivkin;simar7;afdesk
2026-08-31,addyosmani/agent-skills,91023,9727,126,2026-02-15T20:20:26Z,2026-08-28T23:31:50Z,addyosmani;nucliweb;federicobartoli;ayobamiseun;Liyuk
2026-08-31,plannotator/effective-html,2786,195,3,2026-06-09T23:24:51Z,2026-08-03T23:19:04Z,backnotprop;velaswami;jkklee
2026-08-31,apolloconfig/apollo,29806,10163,161,2016-03-04T10:24:23Z,2026-08-30T09:42:00Z,nobodyiam;lepdou;yiming187;klboke;Anilople
2026-08-31,abi/screenshot-to-code,76550,9313,134,2023-11-14T17:53:32Z,2026-08-14T17:20:50Z,abi;claude;clean99;kachbit;justindhillon
2026-08-31,fabric8io/kubernetes-client,3671,1513,106,2015-07-09T15:43:13Z,2026-08-27T12:21:07Z,manusa;fusesource-ci;iocanel;rohanKanojia;shawkins
